theta_rad,theta_deg,Fz_mN,Fx_mN
2.300994490192344699e+00,1.318372729708778479e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.300194490192344787e+00,1.317914363472673926e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.299394490192344875e+00,1.317455997236569374e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.298594490192344963e+00,1.316997631000464537e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.297794490192345052e+00,1.316539264764359984e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.296994490192344696e+00,1.316080898528255148e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.296194490192344784e+00,1.315622532292150595e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.295394490192344872e+00,1.315164166056046042e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.294594490192344960e+00,1.314705799819941490e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.293794490192345048e+00,1.314247433583836653e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.292994490192344692e+00,1.313789067347731816e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.292194490192344780e+00,1.313330701111627263e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.291394490192344868e+00,1.312872334875522711e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.290594490192344956e+00,1.312413968639418158e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.289794490192345044e+00,1.311955602403313321e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.288994490192344688e+00,1.311497236167208484e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.288194490192344777e+00,1.311038869931103932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.287394490192344865e+00,1.310580503694999379e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.286594490192344953e+00,1.310122137458894827e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.285794490192345041e+00,1.309663771222790274e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.284994490192344685e+00,1.309205404986685153e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.284194490192344773e+00,1.308747038750580600e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.283394490192344861e+00,1.308288672514476048e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.282594490192344949e+00,1.307830306278371495e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.281794490192345037e+00,1.307371940042266942e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.280994490192344681e+00,1.306913573806162105e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.280194490192344769e+00,1.306455207570057269e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.279394490192344858e+00,1.305996841333952716e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.278594490192344946e+00,1.305538475097848163e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.277794490192345034e+00,1.305080108861743611e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.276994490192344678e+00,1.304621742625638774e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.276194490192344766e+00,1.304163376389534221e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.275394490192344854e+00,1.303705010153429384e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.274594490192344942e+00,1.303246643917324832e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.273794490192345030e+00,1.302788277681220279e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.272994490192344674e+00,1.302329911445115442e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.272194490192344762e+00,1.301871545209010890e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.271394490192344850e+00,1.301413178972906053e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.270594490192344939e+00,1.300954812736801500e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.269794490192345027e+00,1.300496446500696948e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.268994490192344671e+00,1.300038080264592111e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.268194490192344759e+00,1.299579714028487558e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.267394490192344847e+00,1.299121347792383006e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.266594490192344935e+00,1.298662981556278169e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.265794490192345023e+00,1.298204615320173616e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.264994490192344667e+00,1.297746249084068779e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.264194490192344755e+00,1.297287882847964227e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.263394490192344843e+00,1.296829516611859674e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.262594490192344932e+00,1.296371150375755121e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.261794490192345020e+00,1.295912784139650284e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.260994490192344664e+00,1.295454417903545448e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.260194490192344752e+00,1.294996051667440895e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.259394490192344840e+00,1.294537685431336342e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.258594490192344928e+00,1.294079319195231790e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.257794490192345016e+00,1.293620952959126953e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.256994490192344660e+00,1.293162586723022116e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.256194490192344748e+00,1.292704220486917563e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.255394490192344836e+00,1.292245854250813011e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.254594490192344924e+00,1.291787488014708458e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.253794490192345013e+00,1.291329121778603906e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.252994490192344657e+00,1.290870755542499069e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.252194490192344745e+00,1.290412389306394232e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.251394490192344833e+00,1.289954023070289679e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.250594490192344921e+00,1.289495656834185127e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.249794490192345009e+00,1.289037290598080574e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.248994490192344653e+00,1.288578924361975737e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.248194490192344741e+00,1.288120558125870900e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.247394490192344829e+00,1.287662191889766348e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.246594490192344917e+00,1.287203825653661795e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.245794490192345005e+00,1.286745459417557242e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.244994490192344649e+00,1.286287093181452406e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.244194490192344738e+00,1.285828726945347853e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.243394490192344826e+00,1.285370360709243016e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.242594490192344914e+00,1.284911994473138463e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.241794490192345002e+00,1.284453628237033911e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.240994490192344646e+00,1.283995262000929074e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.240194490192344734e+00,1.283536895764824521e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.239394490192344822e+00,1.283078529528719969e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.238594490192344910e+00,1.282620163292615132e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.237794490192344998e+00,1.282161797056510579e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.236994490192344642e+00,1.281703430820405742e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.236194490192344730e+00,1.281245064584301190e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.235394490192344819e+00,1.280786698348196637e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.234594490192344907e+00,1.280328332112091800e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.233794490192344995e+00,1.279869965875987390e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.232994490192344639e+00,1.279411599639882411e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.232194490192344727e+00,1.278953233403777858e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.231394490192344815e+00,1.278494867167673306e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.230594490192344903e+00,1.278036500931568611e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.229794490192344991e+00,1.277578134695464058e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.228994490192344635e+00,1.277119768459359221e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.228194490192344723e+00,1.276661402223254527e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.227394490192344811e+00,1.276203035987149974e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.226594490192344900e+00,1.275744669751045279e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.225794490192344988e+00,1.275286303514940727e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.224994490192345076e+00,1.274827937278836174e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.224194490192344720e+00,1.274369571042731195e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.223394490192344808e+00,1.273911204806626642e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.222594490192344896e+00,1.273452838570522090e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.221794490192344984e+00,1.272994472334417395e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.220994490192344628e+00,1.272536106098312558e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.220194490192344716e+00,1.272077739862208006e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.219394490192344804e+00,1.271619373626103311e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.218594490192344892e+00,1.271161007389998758e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.217794490192344981e+00,1.270702641153894206e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.216994490192345069e+00,1.270244274917789511e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.216194490192344713e+00,1.269785908681684674e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.215394490192344801e+00,1.269327542445580121e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.214594490192344889e+00,1.268869176209475427e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.213794490192344977e+00,1.268410809973370874e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.212994490192344621e+00,1.267952443737266037e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.212194490192344709e+00,1.267494077501161343e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.211394490192344797e+00,1.267035711265056790e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.210594490192344885e+00,1.266577345028952095e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.209794490192344973e+00,1.266118978792847543e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.208994490192345062e+00,1.265660612556742990e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.208194490192344706e+00,1.265202246320638011e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.207394490192344794e+00,1.264743880084533458e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.206594490192344882e+00,1.264285513848428906e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.205794490192344970e+00,1.263827147612324211e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.204994490192344614e+00,1.263368781376219374e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.204194490192344702e+00,1.262910415140114821e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.203394490192344790e+00,1.262452048904010127e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.202594490192344878e+00,1.261993682667905574e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.201794490192344966e+00,1.261535316431801022e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.200994490192345054e+00,1.261076950195696327e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.200194490192344698e+00,1.260618583959591490e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.199394490192344787e+00,1.260160217723486937e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.198594490192344875e+00,1.259701851487382243e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.197794490192344963e+00,1.259243485251277690e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.196994490192345051e+00,1.258785119015172995e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.196194490192344695e+00,1.258326752779068158e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.195394490192344783e+00,1.257868386542963606e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.194594490192344871e+00,1.257410020306858911e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.193794490192344959e+00,1.256951654070754358e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.192994490192345047e+00,1.256493287834649806e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.192194490192344691e+00,1.256034921598544969e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.191394490192344779e+00,1.255576555362440274e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.190594490192344868e+00,1.255118189126335722e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.189794490192344956e+00,1.254659822890231027e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.188994490192345044e+00,1.254201456654126474e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.188194490192344688e+00,1.253743090418021637e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.187394490192344776e+00,1.253284724181916943e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.186594490192344864e+00,1.252826357945812390e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.185794490192344952e+00,1.252367991709707837e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.184994490192345040e+00,1.251909625473603143e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.184194490192344684e+00,1.251451259237498306e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.183394490192344772e+00,1.250992893001393753e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.182594490192344860e+00,1.250534526765289058e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.181794490192344949e+00,1.250076160529184506e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.180994490192345037e+00,1.249617794293079811e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.180194490192344681e+00,1.249159428056974974e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.179394490192344769e+00,1.248701061820870422e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.178594490192344857e+00,1.248242695584765869e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.177794490192344945e+00,1.247784329348661174e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.176994490192345033e+00,1.247325963112556622e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.176194490192344677e+00,1.246867596876451785e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.175394490192344765e+00,1.246409230640347090e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.174594490192344853e+00,1.245950864404242537e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.173794490192344941e+00,1.245492498168137843e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.172994490192345030e+00,1.245034131932033290e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.172194490192344674e+00,1.244575765695928453e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.171394490192344762e+00,1.244117399459823758e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.170594490192344850e+00,1.243659033223719206e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.169794490192344938e+00,1.243200666987614653e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.168994490192345026e+00,1.242742300751509958e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.168194490192344670e+00,1.242283934515405122e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.167394490192344758e+00,1.241825568279300569e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.166594490192344846e+00,1.241367202043195874e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.165794490192344934e+00,1.240908835807091322e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.164994490192345022e+00,1.240450469570986769e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.164194490192344666e+00,1.239992103334881790e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.163394490192344755e+00,1.239533737098777237e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.162594490192344843e+00,1.239075370862672685e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.161794490192344931e+00,1.238617004626567990e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.160994490192345019e+00,1.238158638390463437e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.160194490192344663e+00,1.237700272154358601e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.159394490192344751e+00,1.237241905918253906e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.158594490192344839e+00,1.236783539682149353e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.157794490192344927e+00,1.236325173446044658e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.156994490192345015e+00,1.235866807209940106e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.156194490192344659e+00,1.235408440973835269e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.155394490192344747e+00,1.234950074737730574e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.154594490192344836e+00,1.234491708501626022e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.153794490192344924e+00,1.234033342265521469e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.152994490192345012e+00,1.233574976029416774e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.152194490192344656e+00,1.233116609793311937e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.151394490192344744e+00,1.232658243557207385e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.150594490192344832e+00,1.232199877321102690e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.149794490192344920e+00,1.231741511084998137e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.148994490192345008e+00,1.231283144848893585e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.148194490192344652e+00,1.230824778612788606e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.147394490192344740e+00,1.230366412376684053e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.146594490192344828e+00,1.229908046140579501e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.145794490192344917e+00,1.229449679904474806e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.144994490192345005e+00,1.228991313668370253e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.144194490192344649e+00,1.228532947432265416e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.143394490192344737e+00,1.228074581196160722e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.142594490192344825e+00,1.227616214960056169e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.141794490192344913e+00,1.227157848723951474e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.140994490192345001e+00,1.226699482487846922e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.140194490192344645e+00,1.226241116251742085e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.139394490192344733e+00,1.225782750015637390e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.138594490192344821e+00,1.225324383779532837e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.137794490192344909e+00,1.224866017543428285e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.136994490192344998e+00,1.224407651307323590e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.136194490192344642e+00,1.223949285071218753e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.135394490192344730e+00,1.223490918835114201e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.134594490192344818e+00,1.223032552599009506e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.133794490192344906e+00,1.222574186362904953e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.132994490192344994e+00,1.222115820126800401e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.132194490192344638e+00,1.221657453890695422e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.131394490192344726e+00,1.221199087654590869e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.130594490192344814e+00,1.220740721418486316e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.129794490192344902e+00,1.220282355182381622e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.128994490192344990e+00,1.219823988946277069e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.128194490192345079e+00,1.219365622710172374e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.127394490192344723e+00,1.218907256474067538e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.126594490192344811e+00,1.218448890237962985e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.125794490192344899e+00,1.217990524001858290e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.124994490192344987e+00,1.217532157765753738e+02,0.000000000000000000e+00,0.000000000000000000e+00
